Drug_Query	Drug_Found	Target_Name	Target_Type	Target_UniProt	Target_Species	Database	Reference	Assay_Type	Assay_Relation	Assay_Value	EvidenceLevel_Assigned
Crizotinib	Crizotinib	ACVRL1	Protein	P37023	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	SNRK	Protein	Q9NRH2	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	RIOK3	Protein	O14730	Homo sapiens	BindingDB	22037378	KD	=	 4000	III
Crizotinib	Crizotinib	RIOK1	Protein	Q9BRS2	Homo sapiens	BindingDB	22037378	KD	=	 6100	III
Crizotinib	Crizotinib	PIM1	Protein	P11309	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	INSR	Protein	P06213	Homo sapiens	BindingDB	21812414	IC50	=	 102	III
Crizotinib	Crizotinib	INSR	Protein	P06213	Homo sapiens	BindingDB	21812414	IC50	=	 2887	III
Crizotinib	Crizotinib	INSR	Protein	P06213	Homo sapiens	BindingDB	21708465	IC50	=	 650	III
Crizotinib	Crizotinib	INSR	Protein	P06213	Homo sapiens	BindingDB	22037378	KD	=	 340	III
Crizotinib	Crizotinib	INSR	Protein	P06213	Homo sapiens	BindingDB	23742252	IC50	=	 1643	III
Crizotinib	Crizotinib	PRKX	Protein	P51817	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	STK32A	Protein	Q8WU08	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	CDKL5	Protein	O76039	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	CSNK2A2	Protein	P19784	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	Tyrosine-protein kinase ABL	Protein	P00520	Mus musculus	BindingDB	21812414	IC50	=	 1159	III
Crizotinib	Crizotinib	STK32B	Protein	Q9NY57	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	PTK2	Protein	Q05397	Homo sapiens	BindingDB	22037378	KD	=	 310	III
Crizotinib	Crizotinib	KDR	Protein	P35968	Homo sapiens	BindingDB	20093027	IC50	>	10000	III
Crizotinib	Crizotinib	KDR	Protein	P35968	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	KDR	Protein	P35968	Homo sapiens	BindingDB	18077425	IC50	>	10000	III
Crizotinib	Crizotinib	KDR	Protein	P35968	Homo sapiens	BindingDB	21812414	IC50	>	10000	III
Crizotinib	Crizotinib	DAPK2	Protein	Q9UIK4	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	JAK3	Protein	P52333	Homo sapiens	BindingDB	22037378	KD	=	 200	III
Crizotinib	Crizotinib	SIK2	Protein	Q9H0K1	Homo sapiens	BindingDB	22037378	KD	=	 200	III
Crizotinib	Crizotinib	PLK4	Protein	O00444	Homo sapiens	BindingDB	22037378	KD	=	 60	III
Crizotinib	Crizotinib	BMPR1A	Protein	P36894	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	PRKG1	Protein	Q13976	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	MAPK3	Protein	P27361	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	DYRK2	Protein	Q92630	Homo sapiens	BindingDB	22037378	KD	=	 4000	III
Crizotinib	Crizotinib	CHUK	Protein	O15111	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	NUAK1	Protein	O60285	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	PLK1	Protein	P53350	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	PLK2	Protein	Q9NYY3	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	OXSR1	Protein	O95747	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	FGFR4	Protein	P22455	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	MAP3K15	Protein	Q6ZN16	Homo sapiens	BindingDB	22037378	KD	=	 2800	III
Crizotinib	Crizotinib	CDK2	Protein	P24941	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	CAMK2G	Protein	Q13555	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	CIT	Protein	O14578	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	EPHB2	Protein	P29323	Homo sapiens	BindingDB	18077425	IC50	>	10000	III
Crizotinib	Crizotinib	EPHB2	Protein	P29323	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	WEE1	Protein	P30291	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	CAMK1G	Protein	Q96NX5	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	SYK	Protein	P43405	Homo sapiens	BindingDB	22037378	KD	=	 2500	III
Crizotinib	Crizotinib	FLT4	Protein	P35916	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	SGK3	Protein	Q96BR1	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	GRK4	Protein	P32298	Homo sapiens	BindingDB	22037378	KD	=	 4200	III
Crizotinib	Crizotinib	TEK	Protein	Q02763	Homo sapiens	BindingDB	18077425	IC50	=	 448	III
Crizotinib	Crizotinib	TEK	Protein	Q02763	Homo sapiens	BindingDB	21812414	IC50	=	 5	III
Crizotinib	Crizotinib	TEK	Protein	Q02763	Homo sapiens	BindingDB	22037378	KD	=	 270	III
Crizotinib	Crizotinib	PIK3CG	Protein	P48736	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	MYO3B	Protein	Q8WXR4	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	CSNK1E	Protein	P49674	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	DSTYK	Protein	Q6XUX3	Homo sapiens	BindingDB	22037378	KD	=	 450	III
Crizotinib	Crizotinib	MAP3K13	Protein	O43283	Homo sapiens	BindingDB	22037378	KD	=	 230	III
Crizotinib	Crizotinib	RPS6KA3	Protein	P51812	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	BRAF	Protein	P15056	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	BRAF	Protein	P15056	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	STK36	Protein	Q9NRP7	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	MAP3K6	Protein	O95382	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	STK35	Protein	Q8TDR2	Homo sapiens	BindingDB	22037378	KD	=	 610	III
Crizotinib	Crizotinib	FGFR2	Protein	P21802	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	PAK4	Protein	O96013	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	BMPR2	Protein	Q13873	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	INSRR	Protein	P14616	Homo sapiens	BindingDB	22037378	KD	=	 600	III
Crizotinib	Crizotinib	KIT	Protein	P10721	Homo sapiens	BindingDB	22037378	KD	=	 3700	III
Crizotinib	Crizotinib	KIT	Protein	P10721	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	KIT	Protein	P10721	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	KIT	Protein	P10721	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	KIT	Protein	P10721	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	KIT	Protein	P10721	Homo sapiens	BindingDB	22037378	KD	=	 800	III
Crizotinib	Crizotinib	KIT	Protein	P10721	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	KIT	Protein	P10721	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	STK26	Protein	Q9P289	Homo sapiens	BindingDB	22037378	KD	=	 2800	III
Crizotinib	Crizotinib	SRC	Protein	P12931	Homo sapiens	BindingDB	22037378	KD	=	 560	III
Crizotinib	Crizotinib	SRC	Protein	P12931	Homo sapiens	BindingDB	18077425	IC50	>	10000	III
Crizotinib	Crizotinib	MYLK2	Protein	Q9H1R3	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	GSK3B	Protein	P49841	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	MAP2K5	Protein	Q13163	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	SBK3	Protein	P0C264	Homo sapiens	BindingDB	22037378	KD	=	 240	III
Crizotinib	Crizotinib	MTOR	Protein	P42345	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	MAP4K3	Protein	Q8IVH8	Homo sapiens	BindingDB	22037378	KD	=	 75	III
Crizotinib	Crizotinib	PRKACB	Protein	P22694	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	HCK	Protein	P08631	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	JAK2	Protein	O60674	Homo sapiens	BindingDB	22037378	KD	=	 290	III
Crizotinib	Crizotinib	CSNK2A1	Protein	P68400	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	SRPK2	Protein	P78362	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	DDR1	Protein	Q08345	Homo sapiens	BindingDB	22037378	KD	=	 510	III
Crizotinib	Crizotinib	ERBB4	Protein	Q15303	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	LATS2	Protein	Q9NRM7	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	LIMK1	Protein	P53667	Homo sapiens	BindingDB	22037378	KD	=	 830	III
Crizotinib	Crizotinib	RET	Protein	P07949	Homo sapiens	BindingDB	18077425	IC50	>	10000	III
Crizotinib	Crizotinib	RET	Protein	P07949	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	RET	Protein	P07949	Homo sapiens	BindingDB	22037378	KD	=	 1300	III
Crizotinib	Crizotinib	RET	Protein	P07949	Homo sapiens	BindingDB	22037378	KD	=	 2100	III
Crizotinib	Crizotinib	RET	Protein	P07949	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	CAMK4	Protein	Q16566	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	TSSK1B	Protein	Q9BXA7	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	TYRO3	Protein	Q06418	Homo sapiens	BindingDB	18077425	IC50	>	10000	III
Crizotinib	Crizotinib	TYRO3	Protein	Q06418	Homo sapiens	BindingDB	22037378	KD	=	 800	III
Crizotinib	Crizotinib	LTK	Protein	P29376	Homo sapiens	BindingDB	22037378	KD	=	 12	III
Crizotinib	Crizotinib	RIOK2	Protein	Q9BVS4	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	PIK3CB	Protein	P42338	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	CSNK1G1	Protein	Q9HCP0	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	CDK7	Protein	P50613	Homo sapiens	BindingDB	22037378	KD	=	 330	III
Crizotinib	Crizotinib	CDK7	Protein	P50613	Homo sapiens	BindingDB	18077425	IC50	>	10000	III
Crizotinib	Crizotinib	MAP4K1	Protein	Q92918	Homo sapiens	BindingDB	22037378	KD	=	 39	III
Crizotinib	Crizotinib	STK10	Protein	O94804	Homo sapiens	BindingDB	22037378	KD	=	 44	III
Crizotinib	Crizotinib	CDK17	Protein	Q00537	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	NEK9	Protein	Q8TD19	Homo sapiens	BindingDB	22037378	KD	=	 790	III
Crizotinib	Crizotinib	AURKB	Protein	Q96GD4	Homo sapiens	BindingDB	22037378	KD	=	 76	III
Crizotinib	Crizotinib	MAP2K2	Protein	P36507	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	MAP3K11	Protein	Q16584	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	MATK	Protein	P42679	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	ERBB3	Protein	P21860	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	PLK3	Protein	Q9H4B4	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	NLK	Protein	Q9UBE8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	RIPK2	Protein	O43353	Homo sapiens	BindingDB	22037378	KD	=	 900	III
Crizotinib	Crizotinib	PHKG1	Protein	Q16816	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	AURKAIP1	Protein	Q9NWT8	Homo sapiens	BindingDB	18077425	IC50	>	10000	III
Crizotinib	Crizotinib	DYRK1A	Protein	Q13627	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	MAP2K7	Protein	O14733	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	EPHA2	Protein	P29317	Homo sapiens	BindingDB	22037378	KD	=	 100	III
Crizotinib	Crizotinib	CDC42BPG	Protein	Q6DT37	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	ACVR1	Protein	Q04771	Homo sapiens	BindingDB	22037378	KD	=	 440	III
Crizotinib	Crizotinib	DDR2	Protein	Q16832	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	MAP3K1	Protein	Q13233	Homo sapiens	BindingDB	22037378	KD	=	 1100	III
Crizotinib	Crizotinib	STK39	Protein	Q9UEW8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	STK32C	Protein	Q86UX6	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	LYN	Protein	P07948	Homo sapiens	BindingDB	22037378	KD	=	 940	III
Crizotinib	Crizotinib	FYN	Protein	P06241	Homo sapiens	BindingDB	22037378	KD	=	 1300	III
Crizotinib	Crizotinib	FYN	Protein	P06241	Homo sapiens	BindingDB	18077425	IC50	>	10000	III
Crizotinib	Crizotinib	CAMK2D	Protein	Q13557	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	PRKG2	Protein	Q13237	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	AAK1	Protein	Q2M2I8	Homo sapiens	BindingDB	22037378	KD	=	 2300	III
Crizotinib	Crizotinib	LIMK2	Protein	P53671	Homo sapiens	BindingDB	22037378	KD	=	 690	III
Crizotinib	Crizotinib	ERN1	Protein	O75460	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	NTRK3	Protein	Q16288	Homo sapiens	BindingDB	22037378	KD	=	 82	III
Crizotinib	Crizotinib	MAP3K4	Protein	Q9Y6R4	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	EIF2AK4	Protein	Q9P2K8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	CDC42BPA	Protein	Q5VT25	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	MYLK4	Protein	Q86YV6	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	CSNK1A1	Protein	P48729	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	ZAK	Protein	Q9NYL2	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	RPS6KA2	Protein	Q15349	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	RPS6KA2	Protein	Q15349	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	CDK1	Protein	P06493	Homo sapiens	BindingDB	18077425	IC50	>	10000	III
Crizotinib	Crizotinib	FES	Protein	P07332	Homo sapiens	BindingDB	22037378	KD	=	 450	III
Crizotinib	Crizotinib	TNK1	Protein	Q13470	Homo sapiens	BindingDB	22037378	KD	=	 320	III
Crizotinib	Crizotinib	CDK15	Protein	Q96Q40	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	CHEK1	Protein	O14757	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	IGF1R	Protein	P08069	Homo sapiens	BindingDB	18077425	IC50	>	10000	III
Crizotinib	Crizotinib	IGF1R	Protein	P08069	Homo sapiens	BindingDB	22037378	KD	=	 780	III
Crizotinib	Crizotinib	FRK	Protein	P42685	Homo sapiens	BindingDB	22037378	KD	=	 2900	III
Crizotinib	Crizotinib	SIK3	Protein	Q9Y2K2	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	ROCK1	Protein	Q13464	Homo sapiens	BindingDB	22037378	KD	=	 3700	III
Crizotinib	Crizotinib	MAP2K3	Protein	P46734	Homo sapiens	BindingDB	22037378	KD	=	 3300	III
Crizotinib	Crizotinib	TGFBR2	Protein	P37173	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	PI4KB	Protein	Q9UBF8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	MAP3K7	Protein	O43318	Homo sapiens	BindingDB	22037378	KD	=	 1800	III
Crizotinib	Crizotinib	Tyrosine-protein kinase TIE-2	Protein	Q02858	Mus musculus	BindingDB	21812414	IC50	=	 448	III
Crizotinib	Crizotinib	GRK1	Protein	Q15835	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	RPS6KA5	Protein	O75582	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	RPS6KA5	Protein	O75582	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	MAPK6	Protein	Q16659	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	CSNK1G2	Protein	P78368	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	TIE1	Protein	P35590	Homo sapiens	BindingDB	22037378	KD	=	 110	III
Crizotinib	Crizotinib	HIPK1	Protein	Q86Z02	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	STK33	Protein	Q9BYT3	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	BTK	Protein	Q06187	Homo sapiens	BindingDB	22037378	KD	=	 7800	III
Crizotinib	Crizotinib	BTK	Protein	Q06187	Homo sapiens	BindingDB	18077425	IC50	>	10000	III
Crizotinib	Crizotinib	ACVR2A	Protein	P27037	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	AKT3	Protein	Q9Y243	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	YES1	Protein	P07947	Homo sapiens	BindingDB	22037378	KD	=	 770	III
Crizotinib	Crizotinib	SRMS	Protein	Q9H3Y6	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	MUSK	Protein	O15146	Homo sapiens	BindingDB	22037378	KD	=	 230	III
Crizotinib	Crizotinib	MAPK11	Protein	Q15759	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Crizotinib	Crizotinib	ALK	Protein	Q9UM73	Homo sapiens	BindingDB	24819116	IC50	=	 80	III
Crizotinib	Crizotinib	ALK	Protein	Q9UM73	Homo sapiens	BindingDB	24468632	IC50	=	 1600	III
