Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5674400,"Constitutive Signaling by AKT1 E17K in Cancer",9,26,0.0023690205011389523,6.330643836971461E-5,1.8991931510914384E-4,18,18,0.001693480101608806,9606,Homo sapiens,"P42345;O15111;Q9Y243;P49840;O15530;P55211;P31749;P49841;P31751","P42345;O15111;Q9Y243;P49840;O15530;P55211;P31749;P49841;P31751","R-HSA-2243938;R-HSA-2399941;R-HSA-2243937;R-HSA-2243942;R-HSA-2400001;R-HSA-2399969;R-HSA-2399981;R-HSA-2399982;R-HSA-2399977;R-HSA-2400010;R-HSA-2399988;R-HSA-2219536;R-HSA-2399985;R-HSA-2399996;R-HSA-2399997;R-HSA-2399966;R-HSA-2399999;R-HSA-2399992"
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",13,55,0.005011389521640091,8.300031371799577E-5,2.490009411539873E-4,14,44,0.004139618026154859,9606,Homo sapiens,"P52564;O43353;Q16539;O15111;P10415;P55211;Q15759;O15264;P53778;O43318;P51617;P61088;O14920","P52564;O43353;Q16539;O15111;P10415;P55211;Q15759;O15264;P53778;O43318;P51617;P61088;O14920","R-HSA-727819;R-HSA-741386;R-HSA-688136;R-HSA-688137;R-HSA-706479;R-HSA-622415;R-HSA-741411;R-HSA-1247960;R-HSA-879201;R-HSA-688985;R-HSA-168405;R-HSA-741395;R-HSA-168184;R-HSA-622420"
R-HSA-437239,"Recycling pathway of L1",12,48,0.004373576309794989,9.202439551669883E-5,2.760731865500965E-4,5,14,0.0013171511901401826,9606,Homo sapiens,"Q15349;Q9H4B7;Q15418;O75676;P28482;P68366;P51812;Q13509;Q71U36;P12931;O75582;Q9UK32","Q15349;Q9H4B7;Q15418;O75676;P12931-1;P28482;P68366;P51812;Q13509;Q71U36;O75582;Q9UK32","R-HSA-445079;R-HSA-445077;R-HSA-445071;R-HSA-445084;R-HSA-374696"
R-HSA-376172,"DSCAM interactions",6,11,0.0010022779043280183,9.606677148388254E-5,2.882003144516476E-4,3,6,5.644933672029354E-4,9606,Homo sapiens,"Q16539;Q15759;O15264;P45983;P53778;Q13153","Q16539;Q15759;O15264;P45983;P53778;Q13153","R-HSA-451366;R-HSA-451347;R-HSA-376123"
R-HSA-399954,"Sema3A PAK dependent Axon repulsion",7,16,0.001457858769931663,9.976038885006755E-5,2.9928116655020265E-4,6,6,5.644933672029354E-4,9606,Homo sapiens,"O75914;P07900;P06241;P07332;Q13177;Q13153;P53667","O75914;P07900;P06241;P07332;Q13177;Q13153;P53667","R-HSA-399939;R-HSA-399952;R-HSA-399950;R-HSA-419644;R-HSA-419645;R-HSA-399930"
R-HSA-8847993,"ERBB2 Activates PTK6 Signaling",7,16,0.001457858769931663,9.976038885006755E-5,2.9928116655020265E-4,2,2,1.8816445573431178E-4,9606,Homo sapiens,"Q15303;P04626;P21860;P00533;Q13882","Q15303-2;Q15303-3;Q15303-1;P04626;P21860-1;P00533;Q13882","R-HSA-8848005;R-HSA-8847995"
R-HSA-159418,"Recycling of bile acids and salts",7,16,0.001457858769931663,9.976038885006755E-5,2.9928116655020265E-4,9,12,0.0011289867344058708,9606,Homo sapiens,"Q15788;P02768;Q96RI1;P19793;Q9Y6L6;Q9NPD5;O95342","Q15788;P02768;Q96RI1;P19793;Q9Y6L6;Q9NPD5;O95342","R-HSA-194130;R-HSA-193362;R-HSA-194083;R-HSA-5340195;R-HSA-194187;R-HSA-5340251;R-HSA-194153;R-HSA-194121;R-HSA-194079"
R-HSA-2980767,"Activation of NIMA Kinases NEK9, NEK6, NEK7",5,7,6.378132118451025E-4,1.0708291982364226E-4,3.212487594709268E-4,4,4,3.7632891146862355E-4,9606,Homo sapiens,"Q8TDX7;P53350;P06493;Q8TD19;Q9HC98","Q8TDX7;P53350;P06493;Q8TD19;Q9HC98","R-HSA-2984220;R-HSA-2980720;R-HSA-2984226;R-HSA-2984258"
R-HSA-199920,"CREB phosphorylation",5,7,6.378132118451025E-4,1.0708291982364226E-4,3.212487594709268E-4,4,4,3.7632891146862355E-4,9606,Homo sapiens,"Q15349;Q15418;P51812;P49137;O75582","Q15349;Q15418;P51812;P49137;O75582","R-HSA-199895;R-HSA-199910;R-HSA-199935;R-HSA-199917"
R-HSA-1980143,"Signaling by NOTCH1",15,73,0.0066514806378132115,1.1371387674408151E-4,3.4114163023224453E-4,5,37,0.003481042431084768,9606,Homo sapiens,"P56524;Q92769;Q969S8;Q13547;Q8WUI4;Q9BY41;P80370;O75376;Q9UQL6;Q96DB2;O15379;P49336;Q9UKV0;Q16665;Q9UBN7","P56524;Q92769;Q969S8;Q13547;Q8WUI4;Q9BY41;P80370;O75376;Q9UQL6;Q96DB2;O15379;P49336;Q9UKV0;Q16665;Q9UBN7","R-HSA-1912396;R-HSA-1912393;R-HSA-1912388;R-HSA-1912391;R-HSA-1980130"
R-HSA-389357,"CD28 dependent PI3K/Akt signaling",8,22,0.0020045558086560365,1.1486272052718682E-4,3.4458816158156047E-4,8,9,8.46740050804403E-4,9606,Homo sapiens,"P42345;P06239;Q9Y243;O15530;P31749;P06241;P31751;P42336","P42345;P06239;Q9Y243;O15530;P31749;P06241;P31751;P42336","R-HSA-2317314;R-HSA-389158;R-HSA-198640;R-HSA-388832;R-HSA-2317332;R-HSA-389756;R-HSA-198270;R-HSA-2316429"
R-HSA-6802949,"Signaling by RAS mutants",12,50,0.004555808656036446,1.338377732107432E-4,4.015133196322296E-4,7,8,7.526578229372471E-4,9606,Homo sapiens,"P04049;P15056;P36507;P05106;O60674;P41240;P28482;P27361;Q02750;P12931;P27448;Q16584","P04049;P15056;P36507;P05106;O60674;P41240;P12931-1;P28482;P27361;Q02750;P27448;Q16584","R-HSA-6803233;R-HSA-6802926;R-HSA-6802925;R-HSA-6802924;R-HSA-6802908;R-HSA-6802922;R-HSA-6803240"
R-HSA-2644606,"Constitutive Signaling by NOTCH1 PEST Domain Mutants",13,58,0.005284738041002278,1.391443779934498E-4,4.174331339803494E-4,3,21,0.0019757267852102737,9606,Homo sapiens,"P56524;Q92769;Q969S8;Q13547;Q8WUI4;Q9BY41;O75376;Q9UQL6;Q96DB2;O15379;P49336;Q9UKV0;Q9UBN7","P56524;Q92769;Q969S8;Q13547;Q8WUI4;Q9BY41;O75376;Q9UQL6;Q96DB2;O15379;P49336;Q9UKV0;Q9UBN7","R-HSA-2220982;R-HSA-2220971;R-HSA-2220957"
R-HSA-2644602,"Signaling by NOTCH1 PEST Domain Mutants in Cancer",13,58,0.005284738041002278,1.391443779934498E-4,4.174331339803494E-4,3,21,0.0019757267852102737,9606,Homo sapiens,"P56524;Q92769;Q969S8;Q13547;Q8WUI4;Q9BY41;O75376;Q9UQL6;Q96DB2;O15379;P49336;Q9UKV0;Q9UBN7","P56524;Q92769;Q969S8;Q13547;Q8WUI4;Q9BY41;O75376;Q9UQL6;Q96DB2;O15379;P49336;Q9UKV0;Q9UBN7","R-HSA-2220982;R-HSA-2220971;R-HSA-2220957"
R-HSA-2894858,"Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer",13,58,0.005284738041002278,1.391443779934498E-4,4.174331339803494E-4,3,21,0.0019757267852102737,9606,Homo sapiens,"P56524;Q92769;Q969S8;Q13547;Q8WUI4;Q9BY41;O75376;Q9UQL6;Q96DB2;O15379;P49336;Q9UKV0;Q9UBN7","P56524;Q92769;Q969S8;Q13547;Q8WUI4;Q9BY41;O75376;Q9UQL6;Q96DB2;O15379;P49336;Q9UKV0;Q9UBN7","R-HSA-2220982;R-HSA-2220971;R-HSA-2220957"
R-HSA-2894862,"Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants",13,58,0.005284738041002278,1.391443779934498E-4,4.174331339803494E-4,3,21,0.0019757267852102737,9606,Homo sapiens,"P56524;Q92769;Q969S8;Q13547;Q8WUI4;Q9BY41;O75376;Q9UQL6;Q96DB2;O15379;P49336;Q9UKV0;Q9UBN7","P56524;Q92769;Q969S8;Q13547;Q8WUI4;Q9BY41;O75376;Q9UQL6;Q96DB2;O15379;P49336;Q9UKV0;Q9UBN7","R-HSA-2220982;R-HSA-2220971;R-HSA-2220957"
R-HSA-2644603,"Signaling by NOTCH1 in Cancer",13,58,0.005284738041002278,1.391443779934498E-4,4.174331339803494E-4,3,39,0.00366920688681908,9606,Homo sapiens,"P56524;Q92769;Q969S8;Q13547;Q8WUI4;Q9BY41;O75376;Q9UQL6;Q96DB2;O15379;P49336;Q9UKV0;Q9UBN7","P56524;Q92769;Q969S8;Q13547;Q8WUI4;Q9BY41;O75376;Q9UQL6;Q96DB2;O15379;P49336;Q9UKV0;Q9UBN7","R-HSA-2220982;R-HSA-2220971;R-HSA-2220957"
R-HSA-6802948,"Signaling by high-kinase activity BRAF mutants",10,36,0.0032801822323462416,1.513978070879496E-4,4.5419342126384876E-4,6,6,5.644933672029354E-4,9606,Homo sapiens,"P04049;P15056;P36507;P05106;P41240;P28482;P27361;Q02750;P12931;P27448","P04049;P15056;P36507;P05106;P41240;P12931-1;P28482;P27361;Q02750;P27448","R-HSA-6802930;R-HSA-6802912;R-HSA-6802911;R-HSA-6802910;R-HSA-6803227;R-HSA-6802938"
R-HSA-210990,"PECAM1 interactions",6,12,0.0010933940774487472,1.533810504140698E-4,4.601431512422094E-4,2,7,6.585755950700913E-4,9606,Homo sapiens,"P05106;P06239;P07947;P07948;P06241;P12931","P05106;P06239;P07947;P12931-1;P07948;P06241","R-HSA-210291;R-HSA-210304"
R-HSA-5654732,"Negative regulation of FGFR3 signaling",9,30,0.002733485193621868,1.8309265345550774E-4,5.492779603665232E-4,9,14,0.0013171511901401826,9606,Homo sapiens,"P15056;P62993;Q9BUB5;P22607;P28482;P27361;P05230;P12931","P15056;P22607-2;Q9BUB5;P62993-1;P22607-1;P28482;P12931-1;P27361;P05230","R-HSA-1295634;R-HSA-5654679;R-HSA-934559;R-HSA-5654565;R-HSA-1295604;R-HSA-1295609;R-HSA-1549564;R-HSA-5654730;R-HSA-1295613"
R-HSA-190236,"Signaling by FGFR",17,94,0.00856492027334852,1.850431519262452E-4,5.551294557787356E-4,123,142,0.013359676357136138,9606,Homo sapiens,"P21802;P15056;P11362;P62993;Q9BUB5;P22607;P28482;P27361;P05230;P12931;P22455;P42336","P22607-2;P22607-1;P28482;P27361;P21802-5;P21802-3;P21802-18;P21802-1;P15056;P11362-19;Q9BUB5;P62993-1;P12931-1;P11362-1;P05230;P22455;P42336","R-HSA-5654614;R-HSA-1295634;R-HSA-5654615;R-HSA-5654612;R-HSA-5654608;R-HSA-5654622;R-HSA-5654623;R-HSA-177931;R-HSA-5654620;R-HSA-5654618;R-HSA-5654596;R-HSA-5654597;R-HSA-5654594;R-HSA-5654592;R-HSA-5654607;R-HSA-5654605;R-HSA-5654603;R-HSA-5654600;R-HSA-5654646;R-HSA-1307955;R-HSA-5654647;R-HSA-5654643;R-HSA-5654640;R-HSA-5654641;R-HSA-190245;R-HSA-1307963;R-HSA-5654399;R-HSA-5654655;R-HSA-5654397;R-HSA-5654653;R-HSA-5654651;R-HSA-5654392;R-HSA-190258;R-HSA-5654631;R-HSA-5654628;R-HSA-190256;R-HSA-190263;R-HSA-190260;R-HSA-5654625;R-HSA-190261;R-HSA-5654637;R-HSA-190265;R-HSA-5654634;R-HSA-190268;R-HSA-5654633;R-HSA-191062;R-HSA-5656064;R-HSA-5654582;R-HSA-5654578;R-HSA-5654591;R-HSA-5654586;R-HSA-5654587;R-HSA-5654584;R-HSA-5654566;R-HSA-5654565;R-HSA-5654562;R-HSA-190326;R-HSA-5654560;R-HSA-5654575;R-HSA-5654573;R-HSA-5654571;R-HSA-5654569;R-HSA-5654224;R-HSA-934559;R-HSA-5654222;R-HSA-5654734;R-HSA-5654730;R-HSA-5654729;R-HSA-5654514;R-HSA-190385;R-HSA-190388;R-HSA-5654422;R-HSA-5654679;R-HSA-5654423;R-HSA-5654167;R-HSA-5654677;R-HSA-5654165;R-HSA-5654418;R-HSA-5654163;R-HSA-5654416;R-HSA-5654672;R-HSA-5654673;R-HSA-190408;R-HSA-5654428;R-HSA-5654684;R-HSA-5654426;R-HSA-190413;R-HSA-5654169;R-HSA-5654425;R-HSA-5654662;R-HSA-5654406;R-HSA-5654407;R-HSA-5654151;R-HSA-5654663;R-HSA-5654148;R-HSA-5654404;R-HSA-5654149;R-HSA-5654402;R-HSA-5654658;R-HSA-5654147;R-HSA-5654659;R-HSA-5654159;R-HSA-190427;R-HSA-5654413;R-HSA-5654669;R-HSA-5654157;R-HSA-5654667;R-HSA-5654408;R-HSA-5654664;R-HSA-5654409;R-HSA-190429;R-HSA-5654709;R-HSA-1295604;R-HSA-5654705;R-HSA-1295609;R-HSA-5654717;R-HSA-1549564;R-HSA-5654714;R-HSA-1295613;R-HSA-5654692;R-HSA-5654690;R-HSA-5654701;R-HSA-5654697"
R-HSA-1963642,"PI3K events in ERBB2 signaling",7,18,0.0016400911161731208,2.0377279709204998E-4,6.1131839127615E-4,7,7,6.585755950700913E-4,9606,Homo sapiens,"Q15303;P62993;P04626;P21860;P00533;P42336","Q15303-2;Q15303-1;P62993-1;P04626;P21860-1;P00533;P42336","R-HSA-1306963;R-HSA-1306979;R-HSA-1306965;R-HSA-1250346;R-HSA-1250462;R-HSA-1306957;R-HSA-1250189"
R-HSA-196757,"Metabolism of folate and pterines",7,18,0.0016400911161731208,2.0377279709204998E-4,6.1131839127615E-4,12,28,0.002634302380280365,9606,Homo sapiens,"P41440;Q96NT5;Q05932;P14207;P00374;P34896","Q05932-1;Q05932-2;P41440;Q96NT5;P14207;P00374;P34896","R-HSA-8942344;R-HSA-197958;R-HSA-200646;R-HSA-197972;R-HSA-197963;R-HSA-200651;R-HSA-200682;R-HSA-200681;R-HSA-200729;R-HSA-200735;R-HSA-8940134;R-HSA-200652"
R-HSA-15869,"Metabolism of nucleotides",18,105,0.009567198177676537,2.3023433811741878E-4,6.907030143522563E-4,29,133,0.012512936306331733,9606,Homo sapiens,"P00492;P00390;Q06203;P30085;P31350;O00142;P20839;P04818;P32320;P12268;P00813;P27707;P31939;P04183;P22102;P23921;P47989;Q16881","P00492;P00390-2;Q06203;P30085;P31350;O00142;P20839;P04818;P32320;P12268;P00813;P27707;P31939;P04183;P22102;P23921;P47989;Q16881","R-HSA-74241;R-HSA-73794;R-HSA-71682;R-HSA-73605;R-HSA-73797;R-HSA-111751;R-HSA-74247;R-HSA-73798;R-HSA-73608;R-HSA-73548;R-HSA-73810;R-HSA-74258;R-HSA-73813;R-HSA-73815;R-HSA-73814;R-HSA-73632;R-HSA-8866405;R-HSA-74215;R-HSA-109671;R-HSA-74220;R-HSA-73646;R-HSA-75125;R-HSA-111285;R-HSA-111289;R-HSA-110141;R-HSA-111804;R-HSA-109759;R-HSA-111742;R-HSA-73598"
R-HSA-171007,"p38MAPK events",6,13,0.0011845102505694761,2.3487702970848012E-4,7.046310891254404E-4,3,5,4.7041113933577947E-4,9606,Homo sapiens,"Q16539;Q15759;O15264;P12931;P49137;P53778","Q16539;Q15759;P12931-1;O15264;P49137;P53778","R-HSA-171011;R-HSA-187688;R-HSA-170991"
R-HSA-2029480,"Fcgamma receptor (FCGR) dependent phagocytosis",25,175,0.015945330296127564,2.59320351101211E-4,7.77961053303633E-4,32,42,0.003951453570420547,9606,Homo sapiens,"P08637;P07900;P09769;P07947;P12318;P28482;P07948;P12314;P12931;Q05397;Q06187;P53667;P62993;P09693;P06241;P27361;Q02156;P43405;P00519;Q05655;Q13393;P42338;Q13153;P08631;P42336","P08637;P07900;P09769;P07947;P12318;P28482;P07948;P12314;Q05397;Q06187;P53667;P09693;P62993-1;P12931-1;P06241;P27361;Q02156;P43405;P00519;Q05655;Q13393;P42338;Q13153;P08631;P42336","R-HSA-2029471;R-HSA-2029469;R-HSA-2029466;R-HSA-2029467;R-HSA-2029272;R-HSA-2029273;R-HSA-399950;R-HSA-2029270;R-HSA-2029271;R-HSA-2029460;R-HSA-2029268;R-HSA-2029458;R-HSA-2029459;R-HSA-2029456;R-HSA-2029457;R-HSA-2029454;R-HSA-2029455;R-HSA-2029452;R-HSA-2029453;R-HSA-2029451;R-HSA-2029449;R-HSA-2197691;R-HSA-2197690;R-HSA-2197697;R-HSA-2197698;R-HSA-442592;R-HSA-198314;R-HSA-1861621;R-HSA-2130194;R-HSA-419644;R-HSA-2029476;R-HSA-419645"
R-HSA-5673000,"RAF activation",8,25,0.002277904328018223,2.7013833804312437E-4,8.104150141293731E-4,10,10,9.408222786715589E-4,9606,Homo sapiens,"P04049;P15056;P36507;O60674;Q02750;P12931;P27448;Q16584","P04049;P15056;P36507;O60674;P12931-1;Q02750;P27448;Q16584","R-HSA-5672950;R-HSA-5672966;R-HSA-5672951;R-HSA-5672948;R-HSA-5672960;R-HSA-5672961;R-HSA-5672958;R-HSA-5672957;R-HSA-5672954;R-HSA-5672969"
R-HSA-380287,"Centrosome maturation",15,80,0.007289293849658315,2.9863163310728247E-4,8.958948993218474E-4,6,6,5.644933672029354E-4,9606,Homo sapiens,"P07437;P07900;P49674;P53350;Q9UQ88;P51955;O00444;P17612;P61981;P68366;P23258;P06493;Q71U36;P48730;P21127","P07437;P07900;P49674;P53350;Q9UQ88;P51955;O00444;P17612;P61981;P68366;P23258;P06493;Q71U36;P48730;P21127","R-HSA-380455;R-HSA-380311;R-HSA-380294;R-HSA-380272;R-HSA-380303;R-HSA-380283"
R-HSA-380270,"Recruitment of mitotic centrosome proteins and complexes",15,80,0.007289293849658315,2.9863163310728247E-4,8.958948993218474E-4,3,3,2.822466836014677E-4,9606,Homo sapiens,"P07437;P07900;P49674;P53350;Q9UQ88;P51955;O00444;P17612;P61981;P68366;P23258;P06493;Q71U36;P48730;P21127","P07437;P07900;P49674;P53350;Q9UQ88;P51955;O00444;P17612;P61981;P68366;P23258;P06493;Q71U36;P48730;P21127","R-HSA-380455;R-HSA-380311;R-HSA-380283"
R-HSA-195721,"Signaling by Wnt",36,297,0.02706150341685649,3.17445184939702E-4,9.523355548191059E-4,50,156,0.01467682754727632,9606,Homo sapiens,"P78368;Q13237;P28066;Q9H2K2;Q13976;P28065;P28062;P31751;O43318;P48729;P20618;P17252;P25789;P25788;P40306;Q13200;O14746;P25787;P25786;P49674;Q13547;P31749;P28074;Q9UBE8;P19784;Q99460;P28072;Q9UQM7;P28070;Q99436;P68400;O14818;P49721;P49841;P49720;P60900","P78368;Q13237;P28066;Q9H2K2;Q13976;P28065;P28062;P31751;O43318;P48729;P20618;P17252;P25789;P25788;P40306;Q13200;O14746;P25787;P25786;P49674;Q13547;P31749;P28074;Q9UBE8;P19784;Q99460;P28072;Q9UQM7;P28070;Q99436;P68400;O14818;P49721;P49841;P49720;P60900","R-HSA-4332358;R-HSA-3322422;R-HSA-4332359;R-HSA-4332356;R-HSA-3601585;R-HSA-4641231;R-HSA-4332363;R-HSA-3769394;R-HSA-4608855;R-HSA-3640874;R-HSA-3640872;R-HSA-4332390;R-HSA-4332388;R-HSA-3640862;R-HSA-3772435;R-HSA-4641260;R-HSA-3640861;R-HSA-1504186;R-HSA-3640858;R-HSA-4411373;R-HSA-4641256;R-HSA-195251;R-HSA-4411383;R-HSA-3640844;R-HSA-3299569;R-HSA-5368596;R-HSA-2130279;R-HSA-195275;R-HSA-4411402;R-HSA-2130282;R-HSA-2130286;R-HSA-201677;R-HSA-5138432;R-HSA-5229343;R-HSA-195283;R-HSA-195280;R-HSA-195287;R-HSA-201685;R-HSA-5323526;R-HSA-1504193;R-HSA-4551453;R-HSA-201691;R-HSA-8944362;R-HSA-3361751;R-HSA-195300;R-HSA-195304;R-HSA-5229348;R-HSA-195318;R-HSA-201717;R-HSA-4518585"
R-HSA-8854518,"AURKA Activation by TPX2",14,72,0.006560364464692483,3.286187722374434E-4,9.858563167123302E-4,2,2,1.8816445573431178E-4,9606,Homo sapiens,"P07437;P07900;P49674;P53350;P51955;O00444;P17612;P61981;P68366;P23258;P06493;Q71U36;P48730;O14965","P07437;P07900;P49674;P53350;P51955;O00444;P17612;P61981;P68366;P23258;P06493;Q71U36;P48730;O14965","R-HSA-8853405;R-HSA-8853419"
R-HSA-5674135,"MAP2K and MAPK activation",10,40,0.0036446469248291574,3.459187666835506E-4,0.0010377563000506518,8,8,7.526578229372471E-4,9606,Homo sapiens,"P04049;P15056;P36507;P05106;P41240;P28482;P27361;Q02750;P12931;P27448","P04049;P15056;P36507;P05106;P41240;P12931-1;P28482;P27361;Q02750;P27448","R-HSA-5674132;R-HSA-5672980;R-HSA-5674373;R-HSA-5674130;R-HSA-5672978;R-HSA-5674366;R-HSA-5672972;R-HSA-5672973"
R-HSA-389359,"CD28 dependent Vav1 pathway",6,14,0.001275626423690205,3.471156766086114E-4,0.0010413470298258343,6,6,5.644933672029354E-4,9606,Homo sapiens,"O75914;P06239;P62993;P06241;Q13177;Q13153","O75914;P06239;P62993-1;P06241;Q13177;Q13153","R-HSA-389348;R-HSA-389350;R-HSA-389788;R-HSA-388814;R-HSA-389352;R-HSA-389354"
R-HSA-428540,"Activation of Rac",6,14,0.001275626423690205,3.471156766086114E-4,0.0010413470298258343,1,4,3.7632891146862355E-4,9606,Homo sapiens,"O75914;Q9P286;Q9NQU5;Q13177;O96013;Q13153","O75914;Q9P286;Q9NQU5;Q13177;O96013;Q13153","R-HSA-428531"
R-HSA-354192,"Integrin alphaIIb beta3 signaling",8,27,0.002460136674259681,4.4729005031241E-4,0.00134187015093723,20,24,0.0022579734688117415,9606,Homo sapiens,"P05106;P43405;P62993;O15530;P41240;P31749;P12931;Q05397","P05106;P43405;P62993-1;O15530;P41240;P12931-1;P31749;Q05397","R-HSA-443910;R-HSA-354149;R-HSA-429415;R-HSA-354087;R-HSA-372705;R-HSA-432096;R-HSA-443905;R-HSA-429441;R-HSA-432110;R-HSA-377644;R-HSA-354124;R-HSA-377641;R-HSA-377640;R-HSA-377643;R-HSA-372693;R-HSA-354165;R-HSA-354066;R-HSA-354077;R-HSA-372697;R-HSA-354073"
R-HSA-211976,"Endogenous sterols",8,27,0.002460136674259681,4.4729005031241E-4,0.00134187015093723,9,19,0.001787562329475962,9606,Homo sapiens,"Q15788;P35869;P05093;P11511;P19099;Q96RI1;P15538;P19793","Q15788;P35869;P05093;P11511;P19099;Q96RI1;P15538;P19793","R-HSA-192051;R-HSA-192065;R-HSA-194017;R-HSA-193060;R-HSA-193995;R-HSA-211951;R-HSA-193068;R-HSA-193997;R-HSA-193965"
R-HSA-5210891,"Uptake and function of anthrax toxins",6,15,0.001366742596810934,4.975180711199734E-4,0.0014094431514062311,6,19,0.001787562329475962,9606,Homo sapiens,"P52564;P36507;Q02750;O14733;P45985;P46734","P36507;P52564-1;P46734-3;Q02750;O14733;P45985","R-HSA-5211391;R-HSA-5211405;R-HSA-5211356;R-HSA-5211340;R-HSA-5211387;R-HSA-5211400"
R-HSA-1236974,"ER-Phagosome pathway",22,152,0.013849658314350798,4.998433187589635E-4,0.0014094431514062311,2,10,9.408222786715589E-4,9606,Homo sapiens,"O15111;P28066;P28065;P28062;P28074;Q99460;P28072;P28070;Q06187;Q99436;O14818;P20618;P25789;P25788;P49721;P40306;P49720;O14920;P60900;Q13200;P25787;P25786","O15111;P28066;P28065;P28062;P28074;Q99460;P28072;P28070;Q06187;Q99436;O14818;P20618;P25789;P25788;P49721;P40306;P49720;O14920;P60900;Q13200;P25787;P25786","R-HSA-8863895;R-HSA-1236935"
R-HSA-5654741,"Signaling by FGFR3",10,42,0.0038268792710706152,5.030332817645977E-4,0.0014094431514062311,35,43,0.004045535798287704,9606,Homo sapiens,"P15056;P62993;Q9BUB5;P22607;P28482;P27361;P05230;P12931;P42336","P15056;P22607-2;Q9BUB5;P62993-1;P22607-1;P12931-1;P28482;P27361;P05230;P42336","R-HSA-1295634;R-HSA-5654679;R-HSA-5654416;R-HSA-5654224;R-HSA-5654623;R-HSA-177931;R-HSA-934559;R-HSA-5654148;R-HSA-5654222;R-HSA-5654413;R-HSA-5654730;R-HSA-5654408;R-HSA-5654409;R-HSA-5654646;R-HSA-5654647;R-HSA-5654709;R-HSA-5654643;R-HSA-5654640;R-HSA-1295604;R-HSA-5654641;R-HSA-5654705;R-HSA-1295609;R-HSA-1549564;R-HSA-1295613;R-HSA-5654631;R-HSA-5654628;R-HSA-5654565;R-HSA-190385;R-HSA-190263;R-HSA-190388;R-HSA-5654625;R-HSA-190261;R-HSA-5654637;R-HSA-5654634;R-HSA-5654633"
R-HSA-2161522,"Abacavir transport and metabolism",5,10,9.111617312072893E-4,5.438595252941214E-4,0.0014094431514062311,3,8,7.526578229372471E-4,9606,Homo sapiens,"Q9UNQ0;O15244;P08183;O75751;O15245","Q9UNQ0;O15244;P08183;O75751;O15245","R-HSA-2161538;R-HSA-2161506;R-HSA-2161500"
R-HSA-5654726,"Negative regulation of FGFR1 signaling",9,35,0.0031890660592255125,5.532723156942421E-4,0.0014094431514062311,10,15,0.0014112334180073384,9606,Homo sapiens,"P11362;P15056;P62993;Q9BUB5;P28482;P27361;P05230;P12931","P15056;P11362-19;Q9BUB5;P62993-1;P28482;P12931-1;P11362-1;P27361;P05230","R-HSA-1295634;R-HSA-934559;R-HSA-5654514;R-HSA-5654560;R-HSA-5654672;R-HSA-1295604;R-HSA-5654673;R-HSA-1295609;R-HSA-1549564;R-HSA-1295613"
R-HSA-8857538,"PTK6 promotes HIF1A stabilization",4,6,5.466970387243736E-4,6.864669655681777E-4,0.0014094431514062311,5,5,4.7041113933577947E-4,9606,Homo sapiens,"Q5S007;Q16665;P00533;Q13882","Q5S007;Q16665;P00533;Q13882","R-HSA-8857555;R-HSA-8857583;R-HSA-8857549;R-HSA-8857565;R-HSA-8857577"
R-HSA-8849470,"PTK6 Regulates Cell Cycle",4,6,5.466970387243736E-4,6.864669655681777E-4,0.0014094431514062311,2,2,1.8816445573431178E-4,9606,Homo sapiens,"P24385;P11802;P24941;Q13882","P24385;P11802;P24941;Q13882","R-HSA-8848436;R-HSA-8848414"
R-HSA-8983432,"Interleukin-15 signaling",4,6,5.466970387243736E-4,6.864669655681777E-4,0.0014094431514062311,1,1,9.408222786715589E-5,9606,Homo sapiens,"P52333;P23458;P14784;P31785","P52333;P23458;P14784;P31785","R-HSA-449115"
R-HSA-380284,"Loss of proteins required for interphase microtubule organization from the centrosome",13,69,0.006287015945330296,7.047215757031156E-4,0.0014094431514062311,3,3,2.822466836014677E-4,9606,Homo sapiens,"P07437;P07900;P49674;P53350;P51955;O00444;P17612;P61981;P68366;P23258;P06493;Q71U36;P48730","P07437;P07900;P49674;P53350;P51955;O00444;P17612;P61981;P68366;P23258;P06493;Q71U36;P48730","R-HSA-380294;R-HSA-380272;R-HSA-380303"
R-HSA-380259,"Loss of Nlp from mitotic centrosomes",13,69,0.006287015945330296,7.047215757031156E-4,0.0014094431514062311,2,2,1.8816445573431178E-4,9606,Homo sapiens,"P07437;P07900;P49674;P53350;P51955;O00444;P17612;P61981;P68366;P23258;P06493;Q71U36;P48730","P07437;P07900;P49674;P53350;P51955;O00444;P17612;P61981;P68366;P23258;P06493;Q71U36;P48730","R-HSA-380272;R-HSA-380303"
R-HSA-6802952,"Signaling by BRAF and RAF fusions",12,61,0.005558086560364464,7.732631772987553E-4,0.0015465263545975105,5,5,4.7041113933577947E-4,9606,Homo sapiens,"P04049;P15056;P36507;P05106;O60674;O43521;P41240;P28482;P27361;Q02750;P12931;P27448","P04049;P15056;P36507;P05106;O60674;O43521;P41240;P12931-1;P28482;P27361;Q02750;P27448","R-HSA-6802935;R-HSA-6802934;R-HSA-6802933;R-HSA-6802932;R-HSA-6802927"
